playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
bereja01,2001,1,CHN,NL,32,62,2,12,4,0,0,2,0,0,0,18,0,0,7,0,2
borowjo01,2001,1,CHN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brownro01,2001,1,CHN,NL,39,83,13,22,6,1,4,22,0,0,7,12,0,1,0,1,3
buforda01,2001,1,CHN,NL,35,85,11,15,2,0,3,8,0,0,4,23,0,0,0,0,3
cairomi01,2001,1,CHN,NL,66,123,20,35,3,1,2,9,2,1,16,21,1,0,7,1,3
chiassc01,2001,1,CHN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coomero01,2001,1,CHN,NL,111,349,25,91,19,1,8,53,0,0,29,70,1,2,0,6,23
cruzju02,2001,1,CHN,NL,11,16,0,2,0,0,0,1,0,0,0,5,0,0,2,0,1
deshide01,2001,2,CHN,NL,68,163,26,45,9,3,2,16,12,1,28,35,0,0,3,1,5
duncaco01,2001,1,CHN,NL,36,3,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0
dunwoto01,2001,1,CHN,NL,33,61,6,13,4,0,1,3,0,1,3,14,0,0,0,0,0
farnsky01,2001,1,CHN,NL,76,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
fasseje01,2001,1,CHN,NL,82,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
fyhrimi01,2001,1,CHN,NL,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
girarjo01,2001,1,CHN,NL,78,229,22,58,10,1,3,25,0,1,21,50,4,0,2,1,2
gordoto01,2001,1,CHN,NL,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gutieri01,2001,1,CHN,NL,147,528,76,153,23,3,10,66,4,3,40,56,0,10,17,11,13
heredfe01,2001,1,CHN,NL,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hundlto01,2001,1,CHN,NL,79,246,23,46,10,0,12,31,0,0,25,89,0,3,0,2,7
liebejo01,2001,1,CHN,NL,35,76,3,12,2,0,0,2,0,0,2,22,0,0,9,0,2
macharo01,2001,1,CHN,NL,52,135,13,30,10,0,2,13,0,0,7,26,3,1,3,0,4
mahayro01,2001,1,CHN,NL,17,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
matthga02,2001,1,CHN,NL,106,258,41,56,9,1,9,30,5,3,38,55,2,1,5,0,4
mcgrifr01,2001,2,CHN,NL,49,170,27,48,7,2,12,41,0,1,26,37,4,3,0,2,6
meyerch02,2001,1,CHN,NL,18,17,1,2,0,0,0,0,0,1,2,5,0,4,0,0,0
muellbi02,2001,1,CHN,NL,70,210,38,62,12,1,6,23,1,1,37,19,3,3,4,3,4
ohmanwi01,2001,1,CHN,NL,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ojedaau01,2001,1,CHN,NL,78,144,16,29,5,1,1,12,1,0,12,20,1,2,2,2,2
patteco01,2001,1,CHN,NL,59,131,26,29,3,0,4,14,4,0,6,33,0,3,2,3,1
smithja05,2001,1,CHN,NL,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sosasa01,2001,1,CHN,NL,160,577,146,189,34,5,64,160,0,2,116,153,37,6,0,12,6
stairma01,2001,1,CHN,NL,128,340,48,85,21,0,17,61,2,3,52,76,7,7,1,3,4
tapanke01,2001,1,CHN,NL,29,50,1,12,0,0,0,2,0,0,1,14,0,0,7,0,0
tavarju01,2001,1,CHN,NL,34,41,4,5,0,0,0,4,0,0,3,17,0,0,11,0,1
tuckemi01,2001,2,CHN,NL,63,205,31,54,9,7,5,31,4,3,23,47,3,1,5,1,4
vanpoto01,2001,1,CHN,NL,59,7,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0
weathda01,2001,2,CHN,NL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whitero02,2001,1,CHN,NL,95,323,43,99,19,1,17,50,1,0,26,56,4,7,1,0,14
woodke02,2001,1,CHN,NL,29,48,3,9,1,0,0,2,0,0,1,15,0,0,13,0,0
younger01,2001,1,CHN,NL,149,603,98,168,43,4,6,42,31,14,42,45,1,9,15,3,15
zambrca01,2001,1,CHN,NL,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zuletju01,2001,1,CHN,NL,49,106,11,23,3,0,6,24,0,1,8,32,1,3,0,1,3
alfonan01,2002,1,CHN,NL,66,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
aloumo01,2002,1,CHN,NL,132,484,50,133,23,1,15,61,8,0,47,61,4,0,0,3,15
bellhma01,2002,1,CHN,NL,146,445,86,115,24,4,27,56,7,5,76,144,3,6,2,0,6
beltrfr01,2002,1,CHN,NL,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
benesal01,2002,1,CHN,NL,7,13,0,1,0,0,0,0,0,0,1,8,0,0,0,0,0
bereja01,2002,1,CHN,NL,16,24,1,3,2,0,0,0,0,0,0,11,0,0,7,0,0
borowjo01,2002,1,CHN,NL,73,7,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0
brownro01,2002,1,CHN,NL,111,204,14,43,12,0,3,23,2,2,23,50,0,3,0,1,4
chiassc01,2002,1,CHN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
choihe01,2002,1,CHN,NL,24,50,6,9,1,0,2,4,0,0,7,15,0,0,0,0,2
clemema01,2002,1,CHN,NL,32,61,4,3,2,0,0,4,0,0,1,34,0,3,10,0,1
cruzju02,2002,1,CHN,NL,45,14,0,2,0,0,0,0,0,0,0,4,0,0,2,0,0
cunnawi01,2002,1,CHN,NL,16,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
deshide01,2002,1,CHN,NL,67,146,20,28,6,1,3,10,10,1,21,38,2,0,6,1,0
duncaco01,2002,1,CHN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
echevan01,2002,1,CHN,NL,50,98,14,30,7,0,3,21,0,0,8,17,0,1,0,4,4
encarma01,2002,1,CHN,NL,3,7,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
farnsky01,2002,1,CHN,NL,45,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
fasseje01,2002,1,CHN,NL,57,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
girarjo01,2002,1,CHN,NL,90,234,19,53,10,1,1,13,1,0,16,35,3,0,5,1,10
gonzaal01,2002,1,CHN,NL,142,513,58,127,27,5,18,61,5,3,46,136,7,3,4,2,11
gordoto01,2002,1,CHN,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hermach01,2002,2,CHN,NL,35,43,3,9,3,0,1,3,0,0,5,14,0,0,1,0,0
hillbo01,2002,1,CHN,NL,59,190,26,48,7,2,4,20,6,1,17,42,4,4,4,0,0
hundlto01,2002,1,CHN,NL,92,266,32,56,8,0,16,35,0,0,32,80,3,3,1,1,6
lewisda01,2002,1,CHN,NL,58,79,7,19,3,1,0,7,1,3,7,11,0,3,2,0,0
liebejo01,2002,1,CHN,NL,21,43,2,7,1,0,0,0,0,0,1,10,0,0,4,0,2
macharo01,2002,1,CHN,NL,22,58,5,16,4,0,1,5,0,0,5,11,0,0,1,0,2
mahayro01,2002,1,CHN,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mahompa01,2002,1,CHN,NL,18,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
mahonmi02,2002,1,CHN,NL,16,29,2,6,3,0,0,3,0,0,1,10,1,0,1,0,1
mcgrifr01,2002,1,CHN,NL,146,523,67,143,27,2,30,103,1,2,63,99,6,4,0,5,13
muellbi02,2002,1,CHN,NL,103,353,51,94,19,4,7,37,0,0,51,41,2,0,4,5,8
ojedaau01,2002,1,CHN,NL,30,70,4,13,4,0,0,4,1,0,5,5,0,1,4,1,2
orieke01,2002,1,CHN,NL,13,32,4,9,3,0,0,5,0,0,1,4,0,1,0,2,1
osbordo01,2002,1,CHN,NL,11,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
patteco01,2002,1,CHN,NL,153,592,71,150,30,5,14,54,18,3,19,142,1,8,4,5,8
priorma01,2002,1,CHN,NL,19,35,3,6,4,0,0,4,0,0,2,15,0,0,2,0,1
sanchje01,2002,1,CHN,NL,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smythst01,2002,1,CHN,NL,8,9,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1
sosasa01,2002,1,CHN,NL,150,556,122,160,19,2,49,108,2,0,103,144,15,3,0,4,14
stynech01,2002,1,CHN,NL,98,195,25,47,9,1,5,26,1,1,21,29,1,1,5,3,5
woodke02,2002,1,CHN,NL,33,72,5,12,0,0,1,5,0,0,3,28,0,0,6,0,0
zambrca01,2002,1,CHN,NL,32,30,0,1,1,0,0,0,0,0,0,15,0,0,2,0,0
alfonan01,2003,1,CHN,NL,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
aloumo01,2003,1,CHN,NL,151,565,83,158,35,1,22,91,3,1,63,67,7,7,0,3,16
bakopa01,2003,1,CHN,NL,70,188,19,43,13,3,0,17,0,1,22,47,3,1,1,1,2
bellhma01,2003,1,CHN,NL,51,139,15,29,7,1,2,22,3,3,29,46,1,1,0,4,2
benesal01,2003,1,CHN,NL,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
borowjo01,2003,1,CHN,NL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
choihe01,2003,1,CHN,NL,80,202,31,44,17,0,8,28,1,1,37,71,1,4,2,0,2
clemema01,2003,1,CHN,NL,32,62,3,9,2,0,0,3,0,0,0,26,0,1,8,0,0
cruzju02,2003,1,CHN,NL,25,12,1,3,0,1,0,1,0,0,0,5,0,0,1,0,0
estessh01,2003,1,CHN,NL,30,39,4,7,1,0,1,3,0,0,2,17,0,0,9,1,0
farnsky01,2003,1,CHN,NL,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glanvdo01,2003,2,CHN,NL,28,51,2,12,0,0,1,2,0,1,2,4,0,0,1,1,0
gonzaal01,2003,1,CHN,NL,152,536,71,122,37,0,20,59,3,3,47,123,1,6,8,4,17
goodwto01,2003,1,CHN,NL,87,171,26,49,10,0,1,12,19,5,11,33,0,0,1,1,3
grudzma01,2003,1,CHN,NL,121,481,73,151,38,1,3,38,6,2,30,64,0,11,7,2,12
guthrma01,2003,1,CHN,NL,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
harrile01,2003,1,CHN,NL,75,131,11,24,3,0,1,7,1,0,13,20,3,0,1,1,1
hernajo01,2003,2,CHN,NL,23,69,6,13,3,1,2,9,0,0,3,26,0,0,0,0,1
hillbo01,2003,1,CHN,NL,5,4,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1
hubbatr01,2003,1,CHN,NL,10,16,2,4,1,0,0,2,1,0,4,3,0,1,0,0,0
karroer01,2003,1,CHN,NL,114,336,37,96,16,1,12,40,1,1,28,46,1,0,0,1,14
keltoda01,2003,1,CHN,NL,10,12,1,2,1,0,0,1,0,0,0,5,0,0,0,0,0
loftoke01,2003,2,CHN,NL,56,208,39,68,13,4,3,20,12,4,18,22,2,2,5,3,4
martira03,2003,1,CHN,NL,108,293,30,83,16,1,3,34,0,1,24,50,1,2,6,8,8
milleda02,2003,1,CHN,NL,114,352,34,82,19,1,9,36,1,0,39,91,6,1,7,1,15
mitrese01,2003,1,CHN,NL,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
nortoph01,2003,1,CHN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ojedaau01,2003,1,CHN,NL,12,25,2,3,0,0,0,0,0,0,1,5,1,1,0,0,1
oleartr01,2003,1,CHN,NL,93,174,18,38,9,0,5,28,3,0,14,31,1,1,1,4,8
patteco01,2003,1,CHN,NL,83,329,49,98,17,7,13,55,16,5,15,77,2,1,0,2,5
pauljo01,2003,2,CHN,NL,3,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
priorma01,2003,1,CHN,NL,32,72,6,18,4,0,1,6,0,0,2,27,0,0,7,0,1
ramirar01,2003,2,CHN,NL,63,232,31,60,7,1,15,39,1,1,17,31,0,3,0,3,4
remlimi01,2003,1,CHN,NL,73,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sanchfe01,2003,1,CHN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simonra01,2003,2,CHN,NL,33,103,13,29,3,0,6,21,0,0,4,7,1,2,0,1,1
sosasa01,2003,1,CHN,NL,137,517,99,144,22,0,40,103,0,1,62,143,9,5,0,5,14
veresda01,2003,1,CHN,NL,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
welleto01,2003,1,CHN,NL,15,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
womacto01,2003,3,CHN,NL,21,51,4,12,2,1,0,2,2,1,1,11,0,0,0,0,0
woodke02,2003,1,CHN,NL,32,61,4,10,1,0,2,6,0,0,1,26,0,0,8,0,1
zambrca01,2003,1,CHN,NL,32,75,9,18,5,0,2,6,0,0,1,26,0,0,4,0,2
aloumo01,2004,1,CHN,NL,155,601,106,176,36,3,39,106,3,0,68,80,2,0,0,6,12
anderji02,2004,1,CHN,NL,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bakopa01,2004,1,CHN,NL,49,138,13,28,8,0,1,10,1,0,15,29,3,2,1,1,4
barremi01,2004,1,CHN,NL,134,456,55,131,32,6,16,65,1,4,33,64,4,5,4,8,13
beltrfr01,2004,1,CHN,NL,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
borowjo01,2004,1,CHN,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clemema01,2004,1,CHN,NL,30,55,2,8,1,0,0,2,0,0,1,29,0,0,4,1,0
dempsry01,2004,1,CHN,NL,23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
difelmi01,2004,2,CHN,NL,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
duboija01,2004,1,CHN,NL,20,23,2,5,0,1,1,5,0,0,1,7,0,0,0,1,0
farnsky01,2004,1,CHN,NL,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garcino01,2004,2,CHN,NL,43,165,28,49,14,0,4,20,2,1,16,14,0,2,1,1,6
gonzaal01,2004,1,CHN,NL,37,129,15,28,10,0,3,8,1,1,4,26,0,0,2,0,6
goodwto01,2004,1,CHN,NL,77,105,11,21,8,0,0,3,5,0,8,22,0,0,0,1,1
grievbe01,2004,2,CHN,NL,15,16,2,4,2,0,1,6,0,0,0,5,0,2,0,1,0
grudzma01,2004,1,CHN,NL,81,257,32,79,12,1,6,23,1,1,15,32,0,1,4,1,7
harribr01,2004,1,CHN,NL,3,9,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0
hawkila01,2004,1,CHN,NL,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hollato01,2004,1,CHN,NL,57,148,28,47,6,2,8,22,1,1,17,26,3,1,1,0,2
jacksda04,2004,1,CHN,NL,7,15,1,1,0,0,1,1,0,0,3,6,2,0,0,0,0
keltoda01,2004,1,CHN,NL,8,10,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0
leede02,2004,1,CHN,NL,161,605,90,168,39,1,32,98,12,5,68,128,4,8,2,5,14
leicejo01,2004,1,CHN,NL,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maciajo01,2004,1,CHN,NL,98,194,23,52,6,3,3,22,4,1,5,38,0,2,2,1,2
maddugr01,2004,1,CHN,NL,34,69,5,11,0,0,0,5,1,0,1,12,0,0,9,0,1
martira03,2004,1,CHN,NL,102,260,22,64,15,1,3,30,1,0,26,40,3,1,7,4,5
merckke01,2004,1,CHN,NL,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mitrese01,2004,1,CHN,NL,13,15,0,1,1,0,0,0,0,0,1,8,0,0,3,0,0
murraca01,2004,1,CHN,NL,11,5,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0
ordonre01,2004,1,CHN,NL,23,61,2,10,3,0,1,5,0,0,2,14,0,0,4,0,1
patteco01,2004,1,CHN,NL,157,631,91,168,33,6,24,72,32,9,45,168,7,5,5,1,7
perezne01,2004,2,CHN,NL,23,62,12,23,5,0,2,6,1,0,3,6,0,0,2,0,1
prattan01,2004,1,CHN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
priorma01,2004,1,CHN,NL,21,36,5,5,0,0,0,0,0,0,2,20,0,0,6,0,0
ramirar01,2004,1,CHN,NL,145,547,99,174,32,1,36,103,0,2,49,62,6,3,0,7,25
remlimi01,2004,1,CHN,NL,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ruschgl01,2004,1,CHN,NL,33,39,3,6,1,0,2,3,0,0,0,11,0,0,7,0,0
sosasa01,2004,1,CHN,NL,126,478,69,121,21,0,35,80,0,0,56,133,4,2,0,3,9
walketo04,2004,1,CHN,NL,129,372,60,102,19,4,15,50,0,3,43,52,8,4,1,4,2
welleto01,2004,1,CHN,NL,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woodke02,2004,1,CHN,NL,22,45,2,6,1,0,1,3,0,0,2,11,0,0,5,1,0
wuertmi01,2004,1,CHN,NL,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
zambrca01,2004,1,CHN,NL,31,70,8,16,1,0,1,5,0,0,3,29,0,0,8,1,2
barremi01,2005,1,CHN,NL,133,424,48,117,32,3,16,61,0,3,40,61,3,7,2,4,7
bartocl01,2005,1,CHN,NL,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
blanche01,2005,1,CHN,NL,54,161,16,39,6,0,6,25,0,0,11,24,1,0,4,2,6
borowjo01,2005,1,CHN,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burnije01,2005,1,CHN,NL,160,605,84,156,31,2,24,87,5,4,57,109,3,3,1,5,12
cedenro02,2005,1,CHN,NL,41,80,13,24,3,0,1,6,1,0,5,11,1,2,2,0,4
dempsry01,2005,1,CHN,NL,63,14,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
duboija01,2005,1,CHN,NL,52,142,15,34,12,0,7,22,0,1,7,49,1,3,0,0,3
fontemi01,2005,1,CHN,NL,7,2,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0
foxch02,2005,1,CHN,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garcino01,2005,1,CHN,NL,62,230,28,65,12,0,9,30,0,0,12,24,0,2,0,3,6
gerutjo01,2005,2,CHN,NL,11,14,1,1,1,0,0,0,0,0,2,3,0,0,0,0,0
greenad01,2005,1,CHN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
grievbe01,2005,1,CHN,NL,23,20,1,5,0,0,0,1,0,0,5,7,1,0,0,0,0
hairsje02,2005,1,CHN,NL,114,380,51,99,25,2,4,30,8,9,31,46,0,12,7,0,5
hawkila01,2005,1,CHN,NL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hillri01,2005,1,CHN,NL,10,6,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0
hollato01,2005,1,CHN,NL,107,268,23,68,17,2,5,35,4,4,18,53,1,1,1,2,4
koronjo01,2005,1,CHN,NL,4,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
lawtoma02,2005,2,CHN,NL,19,78,8,19,2,0,1,5,1,0,4,8,0,1,0,0,3
leede02,2005,1,CHN,NL,158,594,120,199,50,3,46,107,15,3,85,109,23,5,0,7,12
leicejo01,2005,1,CHN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
maciajo01,2005,1,CHN,NL,112,177,15,45,8,0,1,13,4,3,6,24,0,0,4,3,6
maddugr01,2005,1,CHN,NL,35,76,4,13,0,0,1,5,1,0,0,15,0,0,7,0,4
mcclasc01,2005,1,CHN,NL,13,14,1,2,1,0,0,1,0,0,2,2,0,0,0,0,1
mitrese01,2005,1,CHN,NL,21,11,2,4,1,0,0,1,0,0,0,1,0,0,1,0,0
murtoma01,2005,1,CHN,NL,51,140,19,45,3,2,7,14,2,1,16,22,4,0,2,2,4
novoaro01,2005,1,CHN,NL,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ohmanwi01,2005,1,CHN,NL,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patteco01,2005,1,CHN,NL,126,451,47,97,15,3,13,34,15,5,23,118,3,1,5,1,5
perezne01,2005,1,CHN,NL,154,572,59,157,33,1,9,54,8,4,18,47,3,3,12,4,22
priorma01,2005,1,CHN,NL,27,48,5,11,2,0,0,3,0,0,2,14,0,0,6,0,0
ramirar01,2005,1,CHN,NL,123,463,72,140,30,0,31,92,0,1,35,60,4,6,0,2,15
remlimi01,2005,1,CHN,NL,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruschgl01,2005,1,CHN,NL,46,41,2,6,2,0,0,0,0,0,1,9,0,1,0,0,2
sotoge01,2005,1,CHN,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theriry01,2005,1,CHN,NL,9,13,3,2,1,0,0,0,0,0,1,2,0,0,0,0,0
vanbuje01,2005,1,CHN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walketo04,2005,1,CHN,NL,110,397,50,121,25,3,12,40,1,1,31,40,1,1,2,2,8
welleto01,2005,1,CHN,NL,22,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
willije02,2005,2,CHN,NL,18,30,1,3,1,0,0,0,0,0,0,16,0,0,6,0,0
willisc01,2005,1,CHN,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilsoen01,2005,1,CHN,NL,15,22,1,3,2,0,0,0,0,0,3,1,0,0,0,0,0
woodke02,2005,1,CHN,NL,21,18,0,2,2,0,0,2,0,0,1,6,0,0,2,0,0
